Record_ID,Department,Region,Month,Operational_Hours,Downtime_Hours,Maintenance_Cost_USD,Labor_Cost_USD,Material_Cost_USD,Energy_Cost_USD,Forecasted_Total_Cost_USD
REC000254,Body,Austin,2024-11,142,6.5,12143.29,2856.31,3761.27,1774.24,19707.4519
REC000255,Chassis,Berlin,2024-11,177.9,3.8,13874.81,5503.32,2679.57,1494.28,24948.76408696324
REC000256,Body,Austin,2024-09,172,5.5,10201.13,7569.91,2853.22,2286.17,24684.89279655089
REC000257,Body,Fremont,2024-01,169.3,4.7,8715.93,3537.51,3542.53,1748.71,17102.500671833965
REC000258,Paint,Berlin,2023-05,172.8,3.9,13462.43,983.52,2536.35,1999.8,18401.351120193412
REC000259,Paint,Fremont,2024-03,155.3,5.8,16716.02,8058.17,5035.91,3002.79,29360.474945367918
REC000260,Battery,Fremont,2023-08,168,2.8,16495.05,2586.84,823.17,2384.25,24434.277204494407
REC000261,Battery,Berlin,2023-07,155.3,9.1,19170.81,7649.98,1828.64,1836.06,33557.40327406595
REC000262,Chassis,Shanghai,2024-02,161.5,6.1,10888.56,6980.74,3183.37,1754.27,25317.65763449175
REC000263,Battery,Shanghai,2023-07,142.6,4.8,11496.41,5124.92,3290.01,1570.55,21846.04376376648
REC000264,Body,Fremont,2024-10,158.5,6.9,5543.55,4037.32,2895.01,1412.6,13931.210865713021
REC000265,Paint,Shanghai,2023-07,144.7,6.6,10153.14,6713.52,2952.33,2296.41,23655.77367664426
REC000266,Battery,Austin,2024-11,147.5,3.5,7258.87,5244.09,1721.12,872.38,15800.21357979052
REC000267,Battery,Berlin,2024-06,159.5,4,10964.24,7763.77,3742.47,2297.82,24871.613032150344
REC000268,Chassis,Fremont,2023-10,152.9,0.4,16085.65,5809.33,3158.61,3264.66,31393.067123352408
REC000269,Logistics,Austin,2024-06,163.4,2.9,15194.49,7659.53,2983.34,2742.3,33482.18737273553
REC000270,Chassis,Shanghai,2024-02,176.7,6.3,11011.3,6208.5,3673.89,1234.33,27098.636071257653
REC000271,Body,Austin,2023-10,153.8,5.4,10275.03,6987.32,3613.38,3446.88,21697.95836989147
REC000272,Paint,Shanghai,2023-07,157.4,4,9562.78,5546.83,2192.92,2541.78,20564.46441889951
REC000273,Chassis,Fremont,2023-07,166.6,5.7,14588.06,4915.72,3258.92,1226.19,25205.662982624748
REC000274,Battery,Austin,2023-07,153.3,3.9,11059.08,4373.42,3013.97,977.07,20026.43652121103
REC000275,Paint,Berlin,2023-05,152.8,2.1,12791.82,3633.6,3648.68,1557.64,25180.772223216623
REC000276,Paint,Fremont,2023-01,155.6,3.1,14007.73,4830.67,4123.58,2039.79,26040.726906626995
REC000277,Battery,Austin,2024-02,168.8,9.6,14225.23,3497.21,2744.75,2357.74,28940.712592972188
REC000278,Chassis,Austin,2024-06,142.3,4.7,3644.66,4387.62,3646.22,1646.68,14611.149449194443
REC000279,Battery,Shanghai,2024-01,151.5,4.8,13682.4,5350.08,3176.99,1701.2,20181.744504795097
REC000280,Logistics,Fremont,2023-08,175.3,6,12297.95,5793.48,1750.29,2245.16,23173.269908294908
REC000281,Paint,Fremont,2023-08,129,7,6591.16,7055.64,2229.89,1522.65,16602.15154047453
REC000282,Assembly,Fremont,2023-10,158.7,4.5,16144.73,5381.04,2247.41,2098.71,29654.32727744081
REC000283,Assembly,Fremont,2024-05,175.3,7.2,12593.39,5727.64,4081.07,2552.56,24892.893794783377
REC000284,Body,Shanghai,2023-06,179.1,4.6,7354.94,4684.43,1804.37,1961.82,14679.306244023597
REC000285,Battery,Berlin,2024-03,168,5,10252.7,5011.43,1450.94,2972.88,20179.92914107817
REC000286,Battery,Fremont,2024-03,171.7,4,11368.69,5115.23,3887.6,1930.66,21602.452242746815
REC000287,Body,Shanghai,2024-04,150.5,6.5,19838.45,8154.01,3219.54,1322.57,28801.87756929923
REC000288,Body,Berlin,2023-08,151.3,2.2,9377.94,5634.93,2707.13,3354.51,18656.296181616155
REC000289,Body,Berlin,2024-07,177.1,5.5,9933.34,3213.22,1136.08,2506.76,18239.37139243696
REC000290,Paint,Shanghai,2024-08,157.4,6.2,12539.79,5349.09,1168.57,2064.04,20461.41301317591
REC000291,Logistics,Fremont,2024-03,141.2,7.1,18423.16,3729.06,533.34,2039.07,27473.834798983895
REC000292,Battery,Berlin,2023-03,164.2,6.1,11304.19,4024.49,2146.65,1437.65,15140.603849746574
REC000293,Paint,Fremont,2023-06,158.1,3.2,10659.78,5077.72,5300.62,2054.86,22641.193765073833
REC000294,Body,Fremont,2023-08,160.8,6.2,12539.81,5667.7,3234.11,1556.53,26261.02027306413
REC000295,Battery,Austin,2024-04,136.2,6.5,11010.25,5574.3,3421.66,2866.17,24561.04818921555
REC000296,Paint,Fremont,2024-03,133.5,6.3,10966.43,3991.8,2938.47,2301.21,21483.24514260621
REC000297,Logistics,Austin,2024-01,163,4.5,14887.21,2697.78,1669.24,2144.99,22610.67109072258
REC000298,Paint,Berlin,2024-08,157,4.7,10508.65,4805.91,2522.78,1663.09,17043.839713295358
REC000299,Logistics,Shanghai,2024-03,155.4,7,10946.72,4902.99,4120.62,2083.11,23174.115046425464
REC000300,Body,Austin,2024-06,163.9,5,15000.57,4867.32,3411.99,1063.1,26965.95931891602
REC000301,Logistics,Shanghai,2024-01,152.2,3.1,7712.85,5319.75,583.98,2427.88,14544.05165136594
REC000302,Battery,Berlin,2024-12,157.3,4.2,10959.2,4360.74,4742.46,1656.92,19339.76806105061
REC000303,Body,Fremont,2023-08,155.5,8,7006.83,6371.05,2904.82,1540.33,19291.58937252612
REC000304,Battery,Berlin,2024-02,168.9,2.3,10503.46,6007.87,2231.98,3290.02,22481.720225463596
REC000305,Assembly,Shanghai,2023-11,141.2,7.6,10947.87,6234.21,2718.76,2471.52,20378.311651355903
REC000306,Chassis,Berlin,2023-06,153.5,5,10998.43,7200.49,2556.94,1185.29,25999.756938788138
REC000307,Logistics,Fremont,2024-12,170.9,2.3,10829.22,5712.38,2280.22,2740.57,20672.825253290823
REC000308,Chassis,Berlin,2023-01,151.6,6.6,12842.5,5080.49,3557.12,764.06,23907.08216255807
REC000309,Chassis,Fremont,2023-02,161.2,3.6,8646.35,4849.76,2174.04,1398.17,13764.507099489669
REC000310,Logistics,Austin,2024-01,176.7,5.2,13170.28,6054.84,2130.88,2279.22,24276.739095021476
REC000311,Body,Shanghai,2023-01,161.6,1.3,10481.57,5115.37,3130.21,1993.32,19411.17463282832
REC000312,Assembly,Fremont,2024-12,181.4,7.7,14274.55,2254.25,3357.27,1549.42,22724.909963944483
REC000313,Battery,Fremont,2024-12,174,4.4,11813,4108.32,3703.02,2183.1,24611.39820752728
REC000314,Paint,Berlin,2023-04,153.5,3.8,10224.26,7215.55,3651.39,1627.68,25568.768974207716
REC000315,Battery,Austin,2024-12,147.4,5.4,8068.77,2212.29,3144.86,2130.95,15400.101507350546
REC000316,Paint,Fremont,2024-11,154,6.8,12889.42,5515.61,1223.69,2333.82,23585.14366437736
REC000317,Battery,Austin,2023-02,163.8,4.6,11423.31,5821.91,4251.88,2995.76,30726.589907833026
REC000318,Logistics,Austin,2024-09,163.5,6.7,16388.06,4870.06,3991.05,2388.77,27376.45974468625
REC000319,Assembly,Berlin,2024-08,166.6,4.9,16615.57,3989.5,3264.72,1885.81,25426.44039181795
REC000320,Paint,Fremont,2024-04,150.7,5.2,10541.3,3409.82,2782.98,2294.76,17009.602807864147
REC000321,Body,Berlin,2023-03,152.2,3.4,4927.62,5284.46,2412.43,774,13933.052721303273
REC000322,Battery,Shanghai,2024-05,165.6,7.1,14659.6,4534.16,3784.19,3077.66,24791.819808365115
REC000323,Battery,Shanghai,2023-05,179.9,6.3,10403.6,7314.07,1178.24,2208.11,19658.485154475096
REC000324,Paint,Fremont,2023-08,149,6.1,10949.88,5717.51,3390.16,4232.79,19729.67999634016
REC000325,Body,Austin,2023-12,159.3,7.1,15584.1,4407.86,3550.62,2207.6,23234.26528
REC000326,Body,Fremont,2024-11,156.4,2.9,13042.02,5446.32,800.23,2224.01,19635.39709729287
REC000327,Logistics,Fremont,2023-12,161.5,5.1,14543.87,3984.87,4905.9,927.54,27439.545251211614
REC000328,Logistics,Shanghai,2023-01,148,7.2,15190.01,4724.18,5347.28,1485.35,26223.54995828009
REC000329,Logistics,Shanghai,2023-01,160.9,4.9,11495.1,2329.47,5127.14,2000.57,19112.85389653342
REC000330,Logistics,Austin,2024-03,172.2,5.3,14052.71,4462.43,3691.58,1727.29,28026.017301883883
REC000331,Logistics,Austin,2024-05,143.8,5.2,12316.41,5817.44,4841.6,3252.46,28188.515767888282
REC000332,Logistics,Fremont,2023-02,170,5.9,13618.28,4747.24,2737.33,2174.54,21162.42995305085
REC000333,Assembly,Berlin,2024-05,148.1,1.2,12467.08,6339.15,5320.1,1875.53,26900.32354765473
REC000334,Body,Fremont,2024-08,162.6,5.2,16082.28,6898.91,3166.75,2432.27,32169.978174287036
REC000335,Logistics,Austin,2023-09,164.9,5.8,8156.38,6076.77,964.4,1764.76,16027.981019962659
REC000336,Body,Berlin,2023-12,163.8,5.8,10698.33,7985.75,2260.65,2387.11,23799.06038242199
REC000337,Body,Shanghai,2023-04,156.7,8.2,11733.04,6552.78,3399.4,1125.13,18761.90449116452
REC000338,Chassis,Austin,2024-01,166.6,3.8,12362.21,5052.74,3191.15,3048.1,24901.02610286214
REC000339,Assembly,Austin,2023-04,147.4,8.3,8152.14,4695.5,1832.55,2274.33,20306.09450376337
REC000340,Logistics,Berlin,2023-07,169.1,4.3,9769.12,4388.07,4310.71,2329.17,23475.241282136678
REC000341,Battery,Austin,2024-02,155.3,2.3,12110.84,3936.46,4111.57,1640.24,21554.859270422377
REC000342,Paint,Austin,2023-09,163.2,8,10368.67,5497.39,2338.42,2673.38,19289.610718142547
REC000343,Battery,Austin,2024-11,156.5,7.1,6854.6,4452.25,1110.15,1086.68,13956.32241717903
REC000344,Assembly,Austin,2023-01,175.3,5.3,10906.1,2987.98,3679.86,1653.83,22321.12304162274
REC000345,Paint,Austin,2023-01,164.4,3.8,8359.63,6197.06,2512.6,2279.37,18860.50311690003
REC000346,Assembly,Austin,2024-08,166.5,4.6,13802.88,4127.81,2429.45,1950.77,22445.359685730466
REC000347,Body,Austin,2023-04,167.9,5.5,12883.89,2738.69,1881.14,1294.18,16957.153811781533
REC000348,Paint,Austin,2023-01,157.6,7.8,14702.18,6674.76,4349.82,1854.52,25744.703331999477
REC000349,Body,Shanghai,2024-10,162.9,2.4,12625.18,6728.71,1469.25,1653.78,21809.778399442665
REC000350,Battery,Austin,2023-10,161.7,4.6,8779.13,3285.18,2237.57,1534.91,15316.89003
REC000351,Battery,Shanghai,2023-02,166.4,4.5,2561.68,4195.57,2546.44,3062.51,11459.798960514783
REC000352,Paint,Shanghai,2024-09,155.5,4,15429.22,3792.81,2558.3,1512.9,21680.21256633797
REC000353,Paint,Fremont,2024-12,152.9,3.7,10720.66,4036.06,860.49,1237.97,18914.706894015166
REC000354,Logistics,Fremont,2024-03,171.8,8.2,5303.16,1884.96,2481.1,1261.39,11552.22392
REC000355,Assembly,Shanghai,2023-03,167.9,3.4,16702.44,4372.26,3444.39,1672.05,28677.905387774787
REC000356,Logistics,Shanghai,2024-11,151.6,5.3,13731.67,4433.24,3289.17,2090.9,25409.513652454465
REC000357,Assembly,Austin,2023-09,179,2.6,16659.58,7369.67,487.52,2280.44,29412.165342119537
REC000358,Logistics,Fremont,2024-05,154.3,6.7,13282.33,5210.76,3969.19,3247,27757.709333155446
REC000359,Body,Berlin,2024-09,161.2,4,13994.02,4189.35,3575.58,600.01,26005.929009949494
REC000360,Paint,Fremont,2024-01,171.7,0.6,10474.51,5331.99,1254.31,1136.52,22191.44255982631
REC000361,Battery,Shanghai,2023-03,171.6,6.9,14134.77,2975.17,2706.47,1502.88,22185.632619067357
REC000362,Assembly,Shanghai,2023-04,152.9,3.9,17807.99,5114.65,1674.1,1466.09,29105.173977873812
REC000363,Assembly,Austin,2023-04,165.2,7.6,14489.57,4005.89,4104.89,1005.1,19669.309895786562
REC000364,Battery,Austin,2023-11,156.9,7.2,10931.16,5190.69,4323.8,1999.5,22170.08981779442
REC000365,Logistics,Fremont,2023-07,164.2,4.8,8069.34,5692.03,3724.38,3345.77,23114.493794176164
REC000366,Assembly,Austin,2023-11,158.7,5.8,15434.02,4171.95,4673,2608.56,21636.01075801815
REC000367,Body,Berlin,2024-12,156,5.2,12175.72,5408.12,3465.94,1325.18,25680.385619529214
REC000368,Paint,Berlin,2023-11,150.4,2.2,12306.79,3962.9,3080.26,1927.62,17661.22541006153
REC000369,Battery,Austin,2023-10,171.9,7.8,6061.87,3416.41,3621.89,1906.74,17640.19408
REC000370,Paint,Berlin,2023-05,152.6,4.5,5844.9,6373.51,2125.87,2320.99,20099.53100348208
REC000371,Assembly,Berlin,2024-01,174.7,5,12256.26,6542.14,1906.53,1954.79,18496.15074
REC000372,Assembly,Fremont,2023-12,157.1,5.1,9302.42,5310.15,2797.63,1667.75,20350.222963385233
REC000373,Battery,Berlin,2023-10,164.8,4.5,12628.13,6171.53,2558.81,3287.6,24893.482198797432
REC000374,Body,Shanghai,2023-07,175.4,6.3,14860.13,2681.11,2220.67,1782.2,23968.698771277574
REC000375,Chassis,Shanghai,2024-07,155.7,4.8,10298.94,6232.53,4597.13,1640.57,22668.25516838518
REC000376,Battery,Fremont,2024-07,164.7,4,12700.93,7140.12,2234.91,3121.28,24950.355797421857
REC000377,Chassis,Austin,2024-07,164.9,4.2,11649.16,5905.7,1481.01,2138.06,23171.749991081582
REC000378,Logistics,Fremont,2023-12,153.3,8.3,20856.26,4808.51,1498.79,2205.85,33002.25267983006
REC000379,Chassis,Austin,2024-08,162.2,5.1,10416.33,2999.06,3139.74,3107.84,16733.639700909174
REC000380,Body,Austin,2024-10,167.4,8.2,9906.39,5815.29,4636.24,2139.99,24939.08144357257
REC000381,Logistics,Austin,2024-03,177,3.1,10635.05,5833.97,938.68,1532.43,20330.387666756436
REC000382,Chassis,Austin,2023-05,155.9,3.7,15493.2,6637.83,3556.32,2356.58,27517.074280265562
REC000383,Logistics,Austin,2024-12,163.5,4,10513.66,4514.46,4265.65,541.33,16806.827952981403
REC000384,Chassis,Fremont,2024-02,158.7,4.8,14220.77,4145.41,2086.07,3629.3,23103.47425130189
REC000385,Body,Austin,2023-12,161.9,3.6,12105.73,3858.86,2037.15,1103.53,19880.161096918557
REC000386,Chassis,Berlin,2024-09,154.1,4.7,12186.73,3612.29,4960.54,1984.18,17965.788223721072
REC000387,Chassis,Berlin,2023-11,158.3,5.4,16801.36,5738.5,4282.08,2272.46,31647.15024803461
REC000388,Chassis,Austin,2023-05,175.2,7,6581.85,4947.32,2484.51,332.58,14040.204979568054
REC000389,Battery,Berlin,2024-04,161.3,2.3,12398.85,5701.11,3404.16,1483.68,27590.760577884153
REC000390,Battery,Shanghai,2024-06,160.8,6.9,14091.92,5229.66,2998.3,3238.13,26365.114596634725
REC000391,Battery,Fremont,2023-12,151.5,6.5,13180.86,4378.14,3926.68,2864.79,21258.951652854892
REC000392,Body,Fremont,2023-05,170.9,3.1,7601.7,3689.53,2933.9,3080.72,18799.12953899066
REC000393,Logistics,Austin,2024-04,168.5,3.4,8581.45,6986.69,2310.35,1758.27,20015.74042496278
REC000394,Assembly,Austin,2023-12,161.3,5.7,12834.73,5337.47,2333.84,2888.75,23238.495790384084
REC000395,Chassis,Shanghai,2024-11,179,3.7,4993.76,6777,4294.49,2408.22,21957.786293439054
REC000396,Chassis,Austin,2023-02,154.7,7.7,10411.31,5712.17,3236.29,1920.5,19297.058902525736
REC000397,Body,Berlin,2023-06,149.6,5,8309.22,4451.84,3064.94,2452.49,20419.84715
REC000398,Chassis,Shanghai,2024-11,159.1,2.6,12578.01,4381.08,3634.34,2164.05,22762.491700288214
REC000399,Battery,Berlin,2024-09,151.5,2.8,11528.42,3798.07,3567.3,2380.82,22220.654170975933
REC000400,Assembly,Fremont,2023-04,162.4,2,13137.1,6906.2,1765.88,1149.83,25274.0838
REC000401,Paint,Berlin,2024-01,160.7,4.8,9398.42,7104.16,2549.76,2609.26,18272.708565271114
REC000402,Chassis,Fremont,2023-10,171.5,4.9,12796.3,4538.97,1753.74,487.18,19997.787284763155
REC000403,Battery,Berlin,2024-05,155.4,6,12011.12,5992.54,2105.19,1528.64,22109.847151067774
REC000404,Paint,Fremont,2024-02,163.3,7.5,9423.7,4471.53,4505.63,887.24,18672.86021087363
REC000405,Assembly,Austin,2024-12,161.9,5,15284.47,2771.69,5895.4,3481.72,25108.499856969087
REC000406,Paint,Berlin,2024-03,168.3,7.5,14097.73,4144.97,1999.73,4702.06,25545.98333111526
REC000407,Battery,Fremont,2023-08,148.7,3.5,10086.02,6092.53,2412.99,3383.58,23940.116992094096
REC000408,Logistics,Berlin,2024-11,151,2.1,9636.95,6518.82,2777.52,2858.75,25299.47998281714
REC000409,Logistics,Shanghai,2024-12,154.2,6.6,14786.08,4995.46,300,1335.26,23693.812656046503
REC000410,Paint,Austin,2024-06,149.2,6.4,7163.98,3975.12,5465.56,1244.43,17397.915262767365
REC000411,Body,Fremont,2023-03,166.1,5.5,8122.14,3309.81,1716.83,2136.29,16898.09455146007
REC000412,Paint,Shanghai,2024-05,166.2,6.4,13440.2,4526.11,2701.05,1850.27,21410.262670065084
REC000413,Chassis,Berlin,2024-12,170.9,0.4,17445.11,4632.16,3388.77,1349.53,22277.108105203813
REC000414,Chassis,Shanghai,2024-12,158.5,4.1,10186.89,4625.5,3026.16,1973.12,22723.73841044295
REC000415,Logistics,Berlin,2023-07,155.4,7.2,10530.81,3241.95,3058.68,623.21,15266.594292916156
REC000416,Body,Austin,2024-01,150.5,4.5,11341.13,5532.73,3350.18,1519.25,19962.244935152212
REC000417,Battery,Shanghai,2024-04,173,6.3,10579.38,5149.21,1635.17,1332.92,18758.53602579062
REC000418,Chassis,Austin,2023-05,157.8,10.2,10717.75,4580.48,2957,2404.48,20386.473690230392
REC000419,Logistics,Fremont,2023-04,152.7,7,10160.78,5004.01,4274.15,1148.22,16458.01101026354
REC000420,Assembly,Berlin,2023-10,167.5,4.3,12562.46,5799.28,2461.36,1703.67,21262.62289638196
REC000421,Logistics,Berlin,2024-01,156.6,1.5,14081.33,5829.85,3097.64,1695.27,26797.01093456697
REC000422,Chassis,Austin,2023-10,149.3,6.4,12474.43,6890.77,3453.06,2213.72,26067.993092801808
REC000423,Chassis,Austin,2024-02,151.3,1,11513.04,6912.99,3575.35,2181.34,25585.534660720245
REC000424,Logistics,Fremont,2024-10,160.9,3.4,10177.13,5774.1,3151.99,1583.99,16361.260071151124
REC000425,Battery,Shanghai,2023-12,149.3,3.5,8472.07,4760.27,3287.08,2385.79,16148.438326966216
REC000426,Paint,Berlin,2023-01,159.1,4.8,8103.79,4031.92,2042.42,1191.87,16240.14134130007
REC000427,Chassis,Berlin,2024-09,151.4,5.5,7505.31,6287.7,1658.49,1485.18,20482.332546992842
REC000428,Logistics,Fremont,2024-08,150.5,3.3,13895.23,3225.24,3388.61,1815.68,21985.436342150955
REC000429,Logistics,Fremont,2024-08,155.1,7.1,10253.09,5128.62,2589.35,3043,21469.961468369853
REC000430,Body,Austin,2023-07,161.6,7.8,13191.07,3598.64,3295.28,2886.81,23583.11762707388
REC000431,Paint,Austin,2023-09,163.2,4.5,9857.85,6465.19,2976.71,541.2,21615.872352117145
REC000432,Assembly,Shanghai,2023-08,169.2,7.1,11780.32,6214.46,2266.27,2387.54,20522.460473569885
REC000433,Battery,Fremont,2024-01,152.2,3.6,10983.57,5044.79,2434.41,2178.72,24832.535523708284
REC000434,Assembly,Shanghai,2024-02,173.9,2.9,16720.36,9347.78,1226.29,2410.39,34006.22204624981
REC000435,Paint,Fremont,2023-12,187.2,7.2,10571.02,3886.58,2878.63,1322.21,20104.490191890607
REC000436,Paint,Berlin,2023-08,155.8,5.5,14526.56,5670.95,2012.17,3943.39,24929.929782081013
REC000437,Paint,Fremont,2024-09,142.3,5.8,7809.33,5831.72,3489.62,1569.53,19760.03740193286
REC000438,Assembly,Fremont,2024-10,142.6,8.7,16061.7,5358.12,2936.62,2054.69,27758.016416746603
REC000439,Paint,Berlin,2024-06,155,6.3,14487.96,4583.75,3394.16,3551.46,24049.81764835486
REC000440,Logistics,Fremont,2024-04,153.1,9.8,10237.12,5167.74,3208.64,1906.58,18320.269790089653
REC000441,Assembly,Shanghai,2023-11,160.1,5.2,10191.1,7669.75,3666.54,1605.93,24178.280031209422
REC000442,Paint,Austin,2024-04,165.1,8,15577.27,5070.63,3651.24,2660.37,26418.957075273393
REC000443,Logistics,Austin,2024-02,147.1,4.9,14792.42,5979.52,2602.01,1786.99,27912.84928333692
REC000444,Body,Shanghai,2023-03,158.3,2.7,11291.98,2590.21,3596.28,2082.86,17050.355872010678
REC000445,Paint,Berlin,2024-09,154.9,6.7,9420.78,4782.73,4016.94,1062.5,19836.112428457967
REC000446,Assembly,Fremont,2023-02,180.4,4.9,15227.67,8429.04,2801.37,1307.28,31389.03804310379
REC000447,Chassis,Shanghai,2023-03,146.2,9.1,10584.46,4246.86,3699.28,2174.79,21800.56878381534
REC000448,Paint,Austin,2023-04,152.4,6.1,13006.64,4167.74,3252.61,1641.32,25014.169082672764
REC000449,Chassis,Austin,2024-10,160.3,6.9,10290.43,7606.2,3597.39,1126.47,25271.003131432823
REC000450,Logistics,Shanghai,2023-05,152.5,1.9,11340.99,4087.83,3587.78,1592.71,20505.51800451263
REC000451,Body,Austin,2023-10,171.3,6.5,17712.75,3909.85,4146.24,1647.73,26354.633752602476
REC000452,Battery,Shanghai,2024-08,149.8,4.9,11770.27,6055.7,1249.71,2014.8,23608.816709457806
REC000453,Body,Austin,2023-02,150.8,3.4,16315.51,8569.66,3693.86,2045.7,32087.86091509655
REC000454,Paint,Shanghai,2023-12,172.2,7.8,7433.68,6380.12,3641.3,2394.71,20598.187699449583
REC000455,Chassis,Fremont,2023-05,148.1,2.4,6800.12,5105.87,4331.06,1200.65,18972.106608576207
REC000456,Chassis,Fremont,2023-05,168.3,5.7,13748.96,7016.64,3357.08,1370.98,25323.583115593683
REC000457,Assembly,Fremont,2024-11,155.5,3.8,9692.26,4714.03,3779.29,1264.41,18128.042217707974
REC000458,Chassis,Fremont,2023-01,153.8,5.5,11929.2,4248.62,2850.13,1528.5,24166.861029993655
REC000459,Assembly,Austin,2023-04,154.9,4.4,5641.42,7248.43,2102.65,1545.02,16799.01559561735
REC000460,Logistics,Berlin,2024-09,148.8,4.6,5903.58,6988.85,3028.1,1042.27,15211.693112555333
REC000461,Battery,Shanghai,2024-12,169.1,5.1,12042.78,4460.78,2907.67,3240.17,23889.009633048372
REC000462,Paint,Berlin,2023-12,161.4,3.1,10546.72,6560.68,3304.41,2113.45,23161.62263469483
REC000463,Assembly,Austin,2023-12,168.9,7.1,10994.64,6955.06,5284.59,1466.6,23892.34005916532
REC000464,Battery,Austin,2024-04,171.8,6.3,17004.77,4771.88,3281.3,1712.11,28169.00115562254
REC000465,Chassis,Berlin,2024-12,165.4,3,13428.6,5247.51,3034.47,1968.41,23544.384538084247
REC000466,Chassis,Berlin,2024-05,145.5,7.8,18434.5,3221.9,3030.71,1881.58,24447.63653153094
REC000467,Battery,Austin,2024-09,150.3,6.5,12227.34,4981.9,3438.85,1555.01,20121.180988525204
REC000468,Chassis,Austin,2023-10,168.5,5.2,16485.07,4117.96,3149.82,2756.44,23465.47412406086
REC000469,Logistics,Shanghai,2024-05,160.6,2.2,14950.24,4692.83,3198.03,2038.94,27841.07077
REC000470,Logistics,Fremont,2024-05,166.5,3.7,10483.39,3027.92,2862.56,1973.24,19829.494518529526
REC000471,Battery,Fremont,2024-06,159.1,1.2,11481.81,6969.7,3703.64,3082.13,27222.309613908037
REC000472,Assembly,Shanghai,2023-02,155.7,5.4,10935.83,6626.74,2088.18,3610.05,24607.667502754102
REC000473,Assembly,Berlin,2023-04,166.5,6.7,15223.17,6967.75,2587.32,2056.22,23651.31383730934
REC000474,Battery,Austin,2024-07,142.7,3.6,12828.22,5058.92,4194.85,2239.78,20815.14939679542
REC000475,Assembly,Berlin,2023-11,156.8,5,9241.35,4532.95,2701.81,875.31,15150.428998349485
